Address,Cost,Property Type,Bedrooms,Bathrooms,Latitude,Longitude,Closest Gov Secondary School,Gov Secondary Distance,Age under 20,Age 20-39,Age 40-59,Age 60+,Postcode
"4 Jum Way, Donnybrook VIC 3064",Rent $530 Per Week !!!,House,4,2,-37.5448643,145.0169712,Edgars Creek Secondary College,8 km away,,,,,3064
"14 Rocco Avenue, Donnybrook VIC 3064",$570 PER WEEK,House,4,2,-37.5396413,144.9678701,,,,,,,3064
"12 Topiary Way, Donnybrook VIC 3064",$530,House,4,2,-37.5305816,144.9999367,,,,,,,3064
"110 Eastside Boulevard, Donnybrook VIC 3064",$600,House,4,2,-37.5464402,145.0161471,Edgars Creek Secondary College,7.8 km away,,,,,3064
"27 Metro Avenue, Kalkallo VIC 3064",$560 Per Week / $2433 Per Calendar Month,House,4,2,-37.5232618,144.9582151,,,27%,23%,24%,26%,3064
"10 Ashnova Street, Kalkallo VIC 3064",$580,House,4,2,-37.5226891,144.9529213,,,27%,23%,24%,26%,3064
"12 Whinfell Street, Mickleham VIC 3064",$530,House,4,2,-37.537583,144.913085,,,25%,44%,19%,11%,3064
"21 Weston St, Mickleham VIC 3064",$650 PER WEEK,House,4,2,-37.5276217,144.9104263,,,25%,44%,19%,11%,3064
"4 Wethers Road, Donnybrook VIC 3064",$580 per week,House,4,2,-37.5448178,144.9936086,Edgars Creek Secondary College,8 km away,,,,,3064
"16 Esteem Road, Craigieburn VIC 3064",$600 per week,House,4,2,-37.6014261,144.8952141,Elevation Secondary College,0.7 km away,31%,45%,20%,3%,3064
"6 Brickwood Circuit, Craigieburn VIC 3064",$580 per week,House,4,2,-37.5828537,144.911788,,,32%,42%,22%,5%,3064
"22 Coolamon Drive, Craigieburn VIC 3064",$540 Per Week,House,4,2,-37.5725238,144.9021453,,,36%,41%,21%,2%,3064
"43 Watergum Avenue, Craigieburn VIC 3064",$1000 PER WEEK,House,4,3,-37.5690447,144.9195821,,,39%,31%,28%,2%,3064
"156 Antares Parade, Kalkallo VIC 3064",$530,House,4,2,-37.5176905,144.95466,,,27%,23%,24%,26%,3064
"13 Railway Avenue, Donnybrook VIC 3064",$580 per week,House,4,2,-37.5418939,144.9682027,,,,,,,3064
"5 Valetta St, Mickleham VIC 3064",$640.00,House,4,3,-37.52534199999999,144.9112285,,,25%,44%,19%,11%,3064
"22 Gippsland Way, Craigieburn VIC 3064",$700 pw,House,4,3,-37.5860409,144.9160017,,,37%,32%,26%,5%,3064
"27 Alloca Crescent, Donnybrook VIC 3064",$550,House,4,2,-37.5436528,144.9900704,,,,,,,3064
"12 Poppy Street, Mickleham VIC 3064",OPEN CANCELLED ! UNDER APPLICATION !,House,4,2,-37.544398,144.8873643,,,25%,44%,19%,11%,3064
"12 Stakes Road, Mickleham VIC 3064",$540 Per Week,House,4,2,-37.524543,144.9078408,,,25%,44%,19%,11%,3064
"209/270 Lygon Street, Brunswick East VIC 3057",$480,Apartment,1,1,-37.7703193,144.9721141,Brunswick Secondary College,1.4 km away,12%,54%,23%,10%,3057
"18/3 Holmes Street, Brunswick East VIC 3057",$360 per week,Apartment,1,1,-37.7614109,144.9738506,Brunswick Secondary College,1.9 km away,15%,48%,24%,13%,3057
"7/3 Holmes Street, Brunswick East VIC 3057",$360 per week,Apartment,1,1,-37.7614109,144.9738506,Brunswick Secondary College,1.9 km away,15%,48%,24%,13%,3057
"305/91-93 Nicholson Street, Brunswick East VIC 3057",$475,Apartment,1,1,-37.7744015,144.9788438,Northcote High School,1 km away,15%,53%,25%,8%,3057
"15/3 Holmes Street, Brunswick East VIC 3057",$360 per week,Apartment,1,1,-37.7614109,144.9738506,Brunswick Secondary College,1.9 km away,15%,48%,24%,13%,3057
"D101/14 Little Miller Street, Brunswick East VIC 3057",$580,Apartment,1,1,-37.7756807,144.9779187,Northcote High School,1.1 km away,15%,53%,25%,8%,3057
"1/1 Cunnington Avenue, Brunswick East VIC 3057",$375pw/$1629pcm,Apartment,1,1,-37.7647678,144.9784809,Northcote High School,1.4 km away,19%,42%,26%,14%,3057
"G06/8 Lygon Street, Brunswick East VIC 3057",$450,Apartment,1,1,-37.7786834,144.9708932,Princes Hill Secondary College,0.7 km away,11%,54%,25%,10%,3057
"201/304-310 Lygon Street, Brunswick East VIC 3057",$475,Apartment,1,1,-37.769102,144.9723592,Brunswick Secondary College,1.4 km away,23%,40%,29%,9%,3057
"7/123 Victoria Street, Brunswick East VIC 3057",$320.00 Per Week,Apartment,1,1,-37.7681153,144.9734522,Northcote High School,1.6 km away,6%,66%,23%,6%,3057
"202/1 Lygon Street, Brunswick East VIC 3057",$440 weekly,Apartment,1,1,-37.7708709,144.9718188,Brunswick Secondary College,1.3 km away,12%,54%,23%,10%,3057
"602/26 Lygon Street, Brunswick East VIC 3057",$530,Apartment,1,1,-37.7778971,144.9709767,Princes Hill Secondary College,0.8 km away,11%,54%,25%,10%,3057
"123 Victoria Street, Brunswick East VIC 3057",$370 per week,Apartment,1,1,-37.7680634,144.9733899,Northcote High School,1.6 km away,6%,66%,23%,6%,3057
"G18/48 Victoria Street, Brunswick East VIC 3057",$500 per week,Apartment,1,1,-37.7691239,144.9805142,Northcote High School,1 km away,15%,27%,29%,29%,3057
"1208/182 Edward Street, Brunswick East VIC 3057",$480,Apartment,1,1,-37.7756362,144.9728836,Princes Hill Secondary College,1.1 km away,14%,55%,24%,7%,3057
"313/408-410 Lygon Street, Brunswick East VIC 3057",$420.00,Apartment,1,1,-37.7648143,144.9730974,Brunswick Secondary College,1.6 km away,19%,41%,28%,12%,3057
"1219/182 Edward Street, Brunswick East VIC 3057",$470 pw,Apartment,1,1,-37.7756362,144.9728836,Princes Hill Secondary College,1.1 km away,14%,55%,24%,7%,3057
"1010/182 Edward Street, Brunswick East VIC 3057",$500.00 per week,Apartment,1,1,-37.7756362,144.9728836,Princes Hill Secondary College,1.1 km away,14%,55%,24%,7%,3057
"32/3 Holmes Street, Brunswick East VIC 3057",$360 per week,Apartment,1,1,-37.7614109,144.9738506,Brunswick Secondary College,1.9 km away,15%,48%,24%,13%,3057
"4/3 Holmes Street, Brunswick East VIC 3057",$360 per week,Apartment,1,1,-37.7614109,144.9738506,Brunswick Secondary College,1.9 km away,15%,48%,24%,13%,3057
"706/330 Lygon Street, Brunswick East VIC 3057",$545pw / $2368pcm,Apartment,2,1,-37.7685258,144.9724372,Brunswick Secondary College,1.4 km away,23%,40%,29%,9%,3057
"6312/172 Edward Street, Brunswick East VIC 3057",$580.00 per week,Apartment,2,2,-37.775312,144.9718123,Princes Hill Secondary College,1.1 km away,14%,55%,24%,7%,3057
"106/42-46 Harrison Street, Brunswick East VIC 3057",$570.00,Apartment,2,1,-37.7617931,144.9809327,Northcote High School,1.6 km away,19%,38%,27%,15%,3057
"5306/185 Weston Street, Brunswick East VIC 3057",$560.00 per week,Apartment,2,1,-37.7758781,144.9722332,Princes Hill Secondary College,1.1 km away,14%,55%,24%,7%,3057
"309/8 Lygon Street, Brunswick East VIC 3057",$650.00,Apartment,2,2,-37.7786834,144.9708932,Princes Hill Secondary College,0.7 km away,11%,54%,25%,10%,3057
"1323/176 Edward Street, Brunswick East VIC 3057",$560.00 per week,Apartment,2,1,-37.7755289,144.972062,Princes Hill Secondary College,1.1 km away,14%,55%,24%,7%,3057
"6115/172 Edward Street, Brunswick East VIC 3057",$580.00 per week,Apartment,2,1,-37.775312,144.9718123,Princes Hill Secondary College,1.1 km away,14%,55%,24%,7%,3057
"5/162 Lygon Street, Brunswick East VIC 3057",$500,Apartment,2,1,-37.7731749,144.9716384,Princes Hill Secondary College,1.3 km away,23%,33%,32%,12%,3057
"5114/185 Weston Street, Brunswick East VIC 3057",$580.00 per week,Apartment,2,1,-37.7758781,144.9722332,Princes Hill Secondary College,1.1 km away,14%,55%,24%,7%,3057
"6411/172 Edward Street, Brunswick East VIC 3057",$570.00 per week,Apartment,2,1,-37.775312,144.9718123,Princes Hill Secondary College,1.1 km away,14%,55%,24%,7%,3057
"402/299 Lygon Street, Brunswick East VIC 3057",$600pw / $2607pcm,Apartment,2,1,-37.7692027,144.9719224,Brunswick Secondary College,1.4 km away,16%,40%,28%,16%,3057
"201/85 Nicholson Street, Brunswick East VIC 3057",$625,Apartment,2,2,-37.7746422,144.9785947,Northcote High School,1 km away,15%,53%,25%,8%,3057
"8 Lygon Street, Brunswick East VIC 3057",$650,Apartment,2,2,-37.7788246,144.97091,Princes Hill Secondary College,0.7 km away,11%,54%,25%,10%,3057
"418/92-96 Albert Street, Brunswick East VIC 3057",$800 per week,Apartment,3,2,-37.7701726,144.9735678,Northcote High School,1.5 km away,12%,54%,23%,10%,3057
"2 Sedgman Street, Brunswick East VIC 3057",$650 pw,House,2,1,-37.7696956,144.973643,Northcote High School,1.5 km away,23%,40%,29%,9%,3057
"40 Lygon Street, Brunswick East VIC 3057",$670,House,2,1,-37.7775587,144.9711329,Princes Hill Secondary College,0.8 km away,11%,54%,25%,10%,3057
"249 Blyth Street, Brunswick East VIC 3057",$925pw / $4019pcm,House,3,2,-37.7670585,144.9834378,Northcote High School,1 km away,21%,37%,26%,16%,3057
"184 Edward Street, Brunswick East VIC 3057",$850pw / $3693pcm,House,3,1,-37.7753709,144.973345,Princes Hill Secondary College,1.2 km away,14%,55%,24%,7%,3057
"2 Pareora Ave, Brunswick East VIC 3057",$875 weekly,House,3,2,-37.7657262,144.9793001,Northcote High School,1.3 km away,19%,41%,28%,12%,3057
"3/91 Lincoln Road, Essendon VIC 3040",$500 per week,Apartment,1,1,-37.748726,144.909052,Buckley Park College,1 km away,22%,35%,27%,16%,3040
"1/16 Hampton Road, Essendon West VIC 3040",$350 pw,Apartment,1,1,-37.7506117,144.8874292,Rosehill Secondary College,0.4 km away,26%,24%,26%,24%,3040
"306/29 Russell St, Essendon VIC 3040",$410 per week,Apartment,1,1,-37.7567463,144.9166862,Buckley Park College,2 km away,20%,42%,24%,14%,3040
"22/56 Nicholson Street, Essendon VIC 3040",$375 weekly,Apartment,1,1,-37.7520453,144.9212426,Strathmore Secondary College,1.7 km away,20%,40%,23%,17%,3040
"6/20 Fitzgerald Road, Essendon VIC 3040",$395.00,Apartment,1,1,-37.7565178,144.9269359,Strathmore Secondary College,2.2 km away,27%,30%,27%,17%,3040
"14/42-50 Napier Crescent, Essendon VIC 3040",$450 Per Week,Apartment,1,1,-37.7474479,144.9214506,Strathmore Secondary College,1.3 km away,21%,31%,27%,21%,3040
"203/964 Mt Alexander Rd, Essendon VIC 3040",$430,Apartment,1,1,-37.7536583,144.9169751,Strathmore Secondary College,2 km away,16%,42%,26%,16%,3040
"14/43 Raleigh Street, Essendon VIC 3040","$450pw/$1,955pcm",Apartment,1,1,-37.7535401,144.9214421,Strathmore Secondary College,1.9 km away,16%,42%,26%,16%,3040
"50 Combermere St, Aberfeldie VIC 3040",$285 weekly,Apartment,1,1,-37.7594456,144.9036357,Buckley Park College,1.5 km away,23%,31%,26%,20%,3040
"2/220 Pascoe Vale Road, Essendon VIC 3040","APPLICATION APPROVED | $1,517 P.C.M",Apartment,1,1,-37.7535538,144.9259179,Strathmore Secondary College,1.8 km away,19%,38%,27%,16%,3040
"218/314 Pascoe Vale Road, Essendon VIC 3040",$550,Apartment,2,2,-37.7464832,144.9259315,Strathmore Secondary College,1.1 km away,17%,36%,17%,30%,3040
"6/140 Hoffmans Road, Essendon VIC 3040",$450.00,Apartment,2,1,-37.7392275,144.8922557,Rosehill Secondary College,1.1 km away,20%,29%,26%,26%,3040
"2/31 Ardoch Street, Essendon VIC 3040",$480.00 Per Week,Apartment,2,1,-37.7481779,144.9206525,Strathmore Secondary College,1.4 km away,21%,31%,27%,21%,3040
"2/27 Ballater Street, Essendon VIC 3040",$450 weekly,Apartment,2,1,-37.7483557,144.9049105,Buckley Park College,0.6 km away,22%,32%,29%,17%,3040
"7/101 Woodland Street, Essendon VIC 3040",550pw / $2390pcm,Apartment,2,1,-37.742587,144.9177506,Strathmore Secondary College,1 km away,24%,23%,31%,21%,3040
"5/19 Ballater Street, Essendon VIC 3040",$465 per week,Apartment,2,1,-37.7489828,144.9049359,Buckley Park College,0.7 km away,22%,32%,29%,17%,3040
"206/40 Collins Street, Essendon VIC 3040",$550pw/ $2390pcm,Apartment,2,1,-37.7438644,144.9081124,Buckley Park College,1 km away,22%,35%,27%,16%,3040
"4/432 Buckley Street, Essendon West VIC 3040",$500pw/$2173pcm,Apartment,2,1,-37.7529262,144.8842557,Rosehill Secondary College,0.6 km away,26%,33%,23%,19%,3040
"207/1005 Mt Alexander Rd, Essendon VIC 3040",$550 weekly,Apartment,2,2,-37.7477704,144.9119667,Buckley Park College,1.3 km away,17%,40%,25%,17%,3040
"18/43 Raleigh Street, Essendon VIC 3040",$595pw / $2585pcm,Apartment,2,1,-37.7535401,144.9214421,Strathmore Secondary College,1.9 km away,16%,42%,26%,16%,3040
"11/146 Cooper Street, Essendon VIC 3040",$500 weekly,Apartment,2,2,-37.7411982,144.8991856,Buckley Park College,0.7 km away,26%,26%,23%,25%,3040
"110/20 Napier Street, Essendon VIC 3040",$620,Apartment,2,2,-37.7542971,144.918168,Strathmore Secondary College,2.1 km away,16%,42%,26%,16%,3040
"20/18 Raleigh Street, Essendon VIC 3040",$465.00,Apartment,2,1,-37.7533932,144.924226,Strathmore Secondary College,1.8 km away,20%,40%,23%,17%,3040
"12/2a Cameron Road, Essendon VIC 3040",$570,Apartment,2,2,-37.74657,144.926941,Strathmore Secondary College,1.1 km away,17%,36%,17%,30%,3040
"Unit 2/115 Keilor Road, Essendon VIC 3040",$530 per week,Apartment,2,1,-37.7419279,144.9025775,Buckley Park College,0.7 km away,26%,25%,27%,21%,3040
"4/69 Lincoln Road, Essendon VIC 3040",$460,Apartment,2,1,-37.7504298,144.9087879,Buckley Park College,1 km away,29%,29%,28%,14%,3040
"3/62 Napier Crescent, Essendon VIC 3040",$560.00 Per Week,Apartment,2,1,-37.7474048,144.9216749,Strathmore Secondary College,1.2 km away,21%,31%,27%,21%,3040
"313/1050 Mt Alexander Road, Essendon VIC 3040",$530 pw,Apartment,2,2,-37.7483971,144.9133872,Strathmore Secondary College,1.7 km away,20%,32%,29%,19%,3040
"7/23 Brewster Street, Essendon VIC 3040",$460,Apartment,2,1,-37.7514778,144.9226959,Strathmore Secondary College,1.6 km away,20%,40%,23%,17%,3040
"210/55 Collins Street, Essendon VIC 3040",$520 per week,Apartment,2,2,-37.7436096,144.9074593,Buckley Park College,0.9 km away,17%,28%,17%,39%,3040
"1/60 Deakin Street, Essendon VIC 3040",$630 per week,Apartment,3,1,-37.7477525,144.8919478,Buckley Park College,0.5 km away,30%,26%,29%,15%,3040
"2/25 Afton Street, Aberfeldie VIC 3040",$550.00,Apartment,3,1,-37.7586688,144.8898309,Rosehill Secondary College,1.3 km away,29%,24%,31%,15%,3040
"1/60 Deakin Street, Essendon VIC 3040",$650,Apartment,3,1,-37.7477525,144.8919478,Buckley Park College,0.5 km away,30%,26%,29%,15%,3040
"102/16 Leake Street, Essendon VIC 3040",$470,House,2,1,-37.7465142,144.9100414,Buckley Park College,1.1 km away,17%,40%,25%,17%,3040
"4/136 Hoffmans Road, Essendon VIC 3040",$500 pw / $2173 pcm,House,2,1,-37.7400103,144.8924925,Buckley Park College,0.9 km away,20%,29%,26%,26%,3040
"20 Combermere Street, Aberfeldie VIC 3040",$550 per week,House,3,1,-37.7574714,144.9040315,Buckley Park College,1.3 km away,23%,31%,26%,20%,3040
"45 McCarron Parade, Essendon VIC 3040",$750.00,House,3,1,-37.7512142,144.9053606,Buckley Park College,0.8 km away,22%,32%,29%,17%,3040
"22 Florence Street, Essendon VIC 3040",$850pw / $3693pcm,House,3,2,-37.7516708,144.9091706,Buckley Park College,1.1 km away,19%,32%,26%,23%,3040
"20A Levien Street, Essendon VIC 3040",$850.00,House,3,2,-37.7585084,144.9097448,Buckley Park College,1.6 km away,30%,23%,25%,22%,3040
"30A Deakin Street, Essendon VIC 3040",$645 weekly,House,3,1,-37.7509661,144.8914103,Rosehill Secondary College,0.6 km away,30%,26%,29%,15%,3040
"136 The Boulevard, Aberfeldie VIC 3040",$770 pw,House,3,2,-37.7632469,144.8924202,Maribyrnong Secondary College,1.8 km away,28%,26%,31%,15%,3040
"113 Bradshaw St, Essendon VIC 3040",$750.00,House,3,1,-37.7446343,144.8944228,Buckley Park College,0.4 km away,29%,24%,28%,19%,3040
"18 Albion Street, Essendon VIC 3040",$725,House,3,1,-37.7565219,144.9285381,Strathmore Secondary College,2.2 km away,27%,30%,27%,17%,3040
"24 Laluma Street, Essendon VIC 3040",$725.00,House,3,2,-37.7512503,144.904493,Buckley Park College,0.8 km away,22%,32%,29%,17%,3040
"3/25 Emerald Street, Essendon West VIC 3040",$725,House,3,2,-37.7519855,144.8854749,Rosehill Secondary College,0.5 km away,26%,33%,23%,19%,3040
"5A Overman Court, Essendon VIC 3040",$890pw / $3867pcm,House,4,2,-37.7546683,144.9238708,Strathmore Secondary College,2 km away,20%,32%,25%,23%,3040
"84 Tennyson Street, Essendon VIC 3040",$1175pw / $5106pcm,House,4,3,-37.7571675,144.9303644,Strathmore Secondary College,2.3 km away,26%,27%,32%,14%,3040
"340 Buckley Street, Essendon VIC 3040",$895 per week,House,4,3,-37.75424599999999,144.8942904,Buckley Park College,0.8 km away,31%,22%,28%,19%,3040
"39 Grice Crescent, Essendon VIC 3040",$750 Per Week,House,4,1,-37.7486602,144.9183882,Strathmore Secondary College,1.5 km away,22%,40%,25%,13%,3040
"118 Deakin St, Essendon VIC 3040",$890.00,House,4,2,-37.7412121,144.8932157,Buckley Park College,0.8 km away,20%,29%,26%,26%,3040
"514A/2A Duffy Street, Essendon North VIC 3041",$495 per week,Apartment,1,1,-37.7403889,144.9005141,Buckley Park College,0.8 km away,17%,45%,27%,11%,3041
"208C/1 O'Shannassy Street, Essendon North VIC 3041",$495 per week,Apartment,1,1,-37.7404038,144.9005069,Buckley Park College,0.8 km away,17%,45%,27%,11%,3041
"120a/2 Duffy St, Essendon North VIC 3041",$490 weekly,Apartment,1,1,-37.7398884,144.9003578,Buckley Park College,0.8 km away,17%,45%,27%,11%,3041
"212b/150 Keilor Rd, Essendon North VIC 3041",$490 weekly,Apartment,1,1,-37.7403906,144.9005129,Buckley Park College,0.8 km away,17%,45%,27%,11%,3041
"7/13 McCulloch Street, Essendon North VIC 3041",$370.00,Apartment,1,1,-37.73961380000001,144.9031009,Buckley Park College,1 km away,17%,45%,27%,11%,3041
"15/3 Royal Ave, Essendon North VIC 3041",$310 weekly,Apartment,1,1,-37.7391681,144.9061346,Buckley Park College,1.2 km away,21%,32%,28%,19%,3041
"1/65 Mascoma Street, Strathmore VIC 3041",$650.00,Apartment,2,2,-37.725901,144.91691,Strathmore Secondary College,1.5 km away,30%,23%,31%,15%,3041
"218/2 Gillies Street, Essendon North VIC 3041",$495,Apartment,2,2,-37.7417895,144.9038841,Buckley Park College,0.8 km away,17%,45%,27%,11%,3041
"5/13 Royal Avenue, Essendon North VIC 3041",$495 Per Week,Apartment,2,1,-37.7392731,144.9048314,Buckley Park College,1.1 km away,21%,32%,28%,19%,3041
"307/294 Keilor Road, Essendon North VIC 3041",$500.00,Apartment,2,1,-37.7381581,144.8949966,Buckley Park College,1 km away,22%,24%,26%,27%,3041
"5/45 Balmoral Avenue, Strathmore VIC 3041",$500,Apartment,2,1,-37.7376045,144.9068118,Strathmore Secondary College,1.7 km away,29%,23%,24%,24%,3041
"G07A/2A Duffy Street, Essendon North VIC 3041",$580 Per Week,Apartment,2,2,-37.7401486,144.9000425,Buckley Park College,0.8 km away,17%,45%,27%,11%,3041
"2/140 Lebanon Street, Strathmore VIC 3041",$460.00,Apartment,2,1,-37.724286,144.909605,Strathmore Secondary College,2.1 km away,30%,22%,28%,20%,3041
"102/110 Keilor Road, Essendon North VIC 3041",$485 per week,Apartment,2,2,-37.7417895,144.9038841,Buckley Park College,0.8 km away,17%,45%,27%,11%,3041
"1/68-70 Woodland Street, Strathmore VIC 3041",$500 PER WEEK | $2167 P.C.M,Apartment,2,1,-37.7431165,144.9267472,Strathmore Secondary College,0.7 km away,24%,24%,28%,24%,3041
"309/64 Keilor Road, Essendon North VIC 3041",$525,Apartment,2,2,-37.7428703,144.9064761,Buckley Park College,0.9 km away,17%,45%,27%,11%,3041
"8/94 Kerferd Street, Essendon North VIC 3041",$475 per week,Apartment,2,1,-37.73580320000001,144.9000261,Buckley Park College,1.3 km away,23%,28%,25%,25%,3041
"211B/150 Keilor Road, Essendon North VIC 3041",$565 per week,Apartment,2,2,-37.7403906,144.9005129,Buckley Park College,0.8 km away,17%,45%,27%,11%,3041
"305/110 Keilor Rd, Essendon North VIC 3041",$470.00,Apartment,2,2,-37.7417895,144.9038841,Buckley Park College,0.8 km away,17%,45%,27%,11%,3041
"3/465 Pascoe Vale Road, Strathmore VIC 3041",$475pw/ $2064pcm,Apartment,2,1,-37.732863,144.923241,Strathmore Secondary College,0.5 km away,22%,24%,35%,19%,3041
"2/32 Bulla Rd, Strathmore VIC 3041",$625.00,Apartment,3,1,-37.7403698,144.9080949,Strathmore Secondary College,1.7 km away,29%,23%,24%,24%,3041
"2/18 Treadwell Road, Essendon North VIC 3041",$570.00,Apartment,3,1,-37.7357885,144.8933496,Buckley Park College,1.3 km away,22%,24%,26%,27%,3041
"25 De Havilland Avenue, Strathmore Heights VIC 3041",$620.00,House,3,2,-37.7116044,144.8985033,Pascoe Vale Girls Secondary College,3.3 km away,32%,22%,22%,23%,3041
"41 Wickham Grove, Strathmore VIC 3041",$630 pw / $2738 pcm,House,3,1,-37.7401277,144.9252469,Strathmore Secondary College,0.4 km away,29%,22%,29%,20%,3041
"13 Brosnan Crescent, Strathmore VIC 3041","$1,350",House,3,2,-37.7258243,144.9192697,Strathmore Secondary College,1.4 km away,30%,23%,31%,15%,3041
"9 Vernon Street, Strathmore VIC 3041",$950,House,4,4,-37.7323487,144.9214974,Strathmore Secondary College,0.7 km away,22%,24%,35%,19%,3041
"282 Napier St, Strathmore VIC 3041",$695.00,House,4,1,-37.7367211,144.9197616,Strathmore Secondary College,0.6 km away,34%,20%,28%,17%,3041
"17 Finningley Drive, Tullamarine VIC 3043","APPLICATION APPROVED | $1,214 P.C.M",Apartment,1,1,-37.6966769,144.8841942,Gladstone Park Secondary College,1 km away,19%,31%,22%,28%,3043
"1/20 Annandale Road, Tullamarine VIC 3043",$950,Apartment,1,1,-37.7018941,144.8520118,Gladstone Park Secondary College,3.7 km away,,,,,3043
"2/5 Spring Street, Tullamarine VIC 3043",$410pw / $1782pcm,Apartment,2,1,-37.7051091,144.8785438,Gladstone Park Secondary College,2.1 km away,21%,35%,25%,19%,3043
"5/1 Gordon Street, Tullamarine VIC 3043","$540 PER WEEK | $2,340 P.C.M",Apartment,2,1,-37.7069931,144.8756641,Gladstone Park Secondary College,2.4 km away,21%,35%,25%,19%,3043
"16 Stradishall Way, Tullamarine VIC 3043","$550 Per Week - Gas, Elect & Water are included",Apartment,2,1,-37.6946202,144.8827281,Gladstone Park Secondary College,0.9 km away,19%,30%,21%,30%,3043
